card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fights_location,round_format,round_fought,weight_class,winner,winning_method,fight_year,SApM_f1,SLpM_f1,height_f1,reach_f1,stance_f1,strAcc_f1,strDef_f1,subAvg_f1,tdAcc_f1,tdAvg_f1,tdDef_f1,weight_f1,born_year_f1,win_f1,lose_f1,draw_f1,nc_f1,SApM_f2,SLpM_f2,height_f2,reach_f2,stance_f2,strAcc_f2,strDef_f2,subAvg_f2,tdAcc_f2,tdAvg_f2,tdDef_f2,weight_f2,born_year_f2,win_f2,lose_f2,draw_f2,nc_f2,f1_age_when_fight,f2_age_when_fight
UFC 221: Romero vs. Rockhold,Jose Quinonez,0.3,109,4,1,Teruto Ishihara,0.5,98,7,2,"Perth, Western Australia, Australia",3,3,Bantamweight,1,U-DEC,2018,3.0,3.6,172.72,69.0,Southpaw,0.45,0.64,0.6,0.47,2.7,0.42,135,1990,9,5,0,0,3.63,3.26,170.18,69.0,Southpaw,0.44,0.53,0.0,0.16,0.5,0.3,135,1991,10,7,2,0,28,27
UFC Fight Night: Jacare vs. Brunson 2,Bobby Green,0.38,146,1,1,Erik Koch,0.56,194,5,1,"Charlotte, North Carolina, USA",3,3,Lightweight,1,U-DEC,2018,3.55,5.45,177.8,71.0,Orthodox,0.51,0.62,0.3,0.39,1.46,0.72,155,1986,27,12,1,0,2.82,2.33,177.8,71.0,Southpaw,0.42,0.47,1.0,0.42,1.02,0.81,170,1988,16,6,0,0,32,30
UFC 221: Romero vs. Rockhold,Ben Nguyen,0.55,49,4,2,Jussier Formiga,0.32,65,0,0,"Perth, Western Australia, Australia",3,3,Flyweight,0,SUB,2018,3.01,3.51,165.1,65.0,Switch,0.4,0.59,1.0,0.33,0.25,0.63,125,1988,16,8,0,0,2.34,1.42,165.1,67.0,Orthodox,0.39,0.64,0.6,0.35,1.82,0.87,125,1985,23,8,0,0,30,33
UFC Fight Night: Jacare vs. Brunson 2,Jordan Rinaldi,0.43,16,0,0,Gregor Gillespie,0.61,55,2,1,"Charlotte, North Carolina, USA",3,1,Lightweight,0,KO/TKO,2018,2.32,1.56,177.8,72.0,Orthodox,0.35,0.59,1.2,0.35,1.45,0.2,145,1987,14,7,0,0,2.3,3.74,170.18,71.0,Orthodox,0.52,0.57,0.8,0.48,6.86,1.0,155,1986,14,1,0,0,31,32
UFC 221: Romero vs. Rockhold,Jeremy Kennedy,0.6,120,3,2,Alexander Volkanovski,0.32,25,3,0,"Perth, Western Australia, Australia",3,2,Featherweight,0,KO/TKO,2018,2.58,2.22,180.34,71.0,Orthodox,0.46,0.47,0.0,0.52,5.73,0.66,145,1992,11,1,0,0,3.31,6.02,167.64000000000001,71.0,Orthodox,0.55,0.6,0.3,0.34,2.09,0.72,145,1988,22,1,0,0,26,30
UFC 221: Romero vs. Rockhold,Rob Wilkinson,0.47,46,15,3,Israel Adesanya,0.69,75,0,0,"Perth, Western Australia, Australia",3,2,Middleweight,0,KO/TKO,2018,5.66,2.74,190.5,80.0,Orthodox,0.5,0.39,0.0,0.25,4.47,0.0,185,1992,11,2,0,0,2.59,3.94,193.04,80.0,Switch,0.5,0.62,0.2,0.0,0.0,0.8,185,1989,21,1,0,0,26,29
UFC 221: Romero vs. Rockhold,Ross Pearson,0.32,176,0,0,Mizuto Hirota,0.36,213,1,0,"Perth, Western Australia, Australia",3,3,Lightweight,1,U-DEC,2018,4.09,3.68,172.72,69.0,Orthodox,0.4,0.62,0.0,0.35,0.74,0.75,155,1984,20,16,0,1,3.5,3.36,170.18,67.0,Orthodox,0.4,0.54,0.1,0.5,1.36,0.58,155,1981,18,10,2,0,34,37
UFC Fight Night: Jacare vs. Brunson 2,Derek Brunson,0.42,21,1,0,Jacare Souza,0.23,34,0,0,"Charlotte, North Carolina, USA",5,1,Middleweight,0,KO/TKO,2018,2.68,3.45,185.42,77.0,Southpaw,0.47,0.53,0.5,0.34,3.15,0.94,185,1984,23,7,0,0,2.83,2.53,185.42,72.0,Orthodox,0.47,0.62,1.3,0.39,2.57,0.57,185,1979,26,10,0,1,34,39
UFC 221: Romero vs. Rockhold,Dong Hyun Ma,0.37,123,0,0,Damien Brown,0.43,153,0,0,"Perth, Western Australia, Australia",3,3,Lightweight,1,S-DEC,2018,4.1,2.84,180.34,70.0,Orthodox,0.41,0.54,0.0,0.53,1.27,0.33,155,1988,16,11,3,0,4.86,3.66,177.8,68.0,Orthodox,0.38,0.5,0.7,0.27,0.68,0.53,155,1984,17,12,0,0,30,34
UFC 221: Romero vs. Rockhold,Saparbeg Safarov,0.52,23,1,0,Tyson Pedro,0.36,22,5,2,"Perth, Western Australia, Australia",3,1,Light Heavyweight,0,SUB,2018,2.96,4.03,185.42,78.0,Orthodox,0.48,0.47,0.0,0.41,2.52,0.33,185,1986,9,3,0,0,2.55,2.7,190.5,79.0,Orthodox,0.62,0.48,1.5,0.25,0.74,0.52,205,1991,7,3,0,0,32,27
UFC 221: Romero vs. Rockhold,Jake Matthews,0.49,127,4,2,Li Jingliang,0.32,152,1,0,"Perth, Western Australia, Australia",3,3,Welterweight,1,U-DEC,2018,2.16,3.03,180.34,73.0,Orthodox,0.44,0.61,0.6,0.41,1.93,0.66,170,1994,17,5,0,0,3.65,4.52,182.88,71.0,Orthodox,0.42,0.59,0.0,0.39,1.28,0.59,170,1988,18,6,0,0,24,30
UFC Fight Night: Machida vs. Anders,Iuri Alcantara,0.56,30,0,0,Joe Soto,0.5,2,1,0,"Belem, Para, Brazil",3,1,Bantamweight,1,KO/TKO,2018,2.79,2.72,175.26,71.0,Southpaw,0.45,0.49,0.8,0.62,1.44,0.6,135,1980,35,10,0,1,5.37,3.36,167.64000000000001,65.0,Orthodox,0.41,0.67,1.9,0.21,0.85,0.7,135,1987,18,7,0,0,38,31
UFC 221: Romero vs. Rockhold,Mark Hunt,0.43,32,0,0,Curtis Blaydes,0.53,105,14,10,"Perth, Western Australia, Australia",3,3,Heavyweight,0,U-DEC,2018,2.9,2.81,177.8,72.0,Orthodox,0.43,0.51,0.2,0.55,0.51,0.64,265,1974,13,14,1,1,1.7,3.59,193.04,80.0,Orthodox,0.53,0.57,0.0,0.54,6.64,0.33,265,1991,14,3,0,1,44,27
UFC 221: Romero vs. Rockhold,Tai Tuivasa,0.74,51,0,0,Cyril Asker,0.27,11,0,0,"Perth, Western Australia, Australia",3,1,Heavyweight,1,KO/TKO,2018,3.48,4.48,187.96,75.0,Southpaw,0.5,0.51,0.0,0.0,0.0,0.46,264,1993,13,3,0,0,5.82,3.35,182.88,74.0,Orthodox,0.39,0.35,0.9,0.62,4.41,1.0,247,1985,9,4,0,0,25,33
UFC 221: Romero vs. Rockhold,Yoel Romero,0.48,92,0,0,Luke Rockhold,0.37,119,0,0,"Perth, Western Australia, Australia",5,3,Middleweight,1,KO/TKO,2018,3.05,3.44,182.88,73.0,Southpaw,0.49,0.6,0.0,0.3,1.57,0.78,185,1977,13,5,0,0,2.43,4.18,190.5,77.0,Southpaw,0.48,0.56,1.1,0.3,0.67,0.68,205,1984,16,5,0,0,41,34
UFC Fight Night: Machida vs. Anders,Sergio Moraes,0.45,192,1,0,Tim Means,0.47,274,0,0,"Belem, Para, Brazil",3,3,Welterweight,1,S-DEC,2018,3.73,2.42,182.88,72.0,Orthodox,0.42,0.59,0.4,0.38,1.2,0.75,170,1982,14,6,1,0,3.58,5.06,187.96,75.0,Orthodox,0.48,0.61,0.2,0.39,0.92,0.66,170,1984,32,12,1,1,36,34
UFC Fight Night: Machida vs. Anders,Anthony Smith,0.7,82,1,0,Thiago Santos,0.45,22,3,1,"Belem, Para, Brazil",3,2,Middleweight,0,KO/TKO,2018,4.36,3.0,193.04,76.0,Orthodox,0.47,0.42,0.7,0.28,0.47,0.47,205,1988,35,16,0,0,2.33,4.27,187.96,76.0,Orthodox,0.48,0.55,0.1,0.38,0.7,0.66,205,1984,21,9,0,0,30,34
UFC Fight Night: Machida vs. Anders,Alan Patrick,0.62,45,15,9,Damir Hadzovic,0.8,25,0,0,"Belem, Para, Brazil",3,3,Lightweight,1,U-DEC,2018,2.9,1.76,180.34,74.0,Southpaw,0.4,0.44,0.3,0.35,3.24,0.46,155,1983,15,3,0,1,3.7,3.92,175.26,70.0,Orthodox,0.48,0.62,0.2,0.62,0.92,0.37,155,1986,14,6,0,0,35,32
UFC Fight Night: Machida vs. Anders,Polyana Viana,0.54,11,1,1,Maia Stevenson,0.66,18,2,1,"Belem, Para, Brazil",3,1,Women's Strawweight,1,SUB,2018,3.01,3.71,165.1,67.0,Orthodox,0.41,0.54,3.4,0.33,1.12,0.5,115,1992,12,4,0,0,3.13,1.57,162.56,62.0,Orthodox,0.54,0.33,0.0,1.0,3.91,0.5,115,1982,6,5,0,0,26,36
UFC Fight Night: Machida vs. Anders,Douglas Silva de Andrade,0.41,232,3,1,Marlon Vera,0.37,191,0,0,"Belem, Para, Brazil",3,3,Bantamweight,1,U-DEC,2018,4.26,3.77,170.18,68.0,Orthodox,0.38,0.58,0.0,0.5,0.7,0.66,145,1985,26,4,0,1,4.08,3.91,172.72,70.0,Switch,0.5,0.51,1.3,0.42,0.88,0.69,135,1992,17,7,1,0,33,26
UFC Fight Night: Machida vs. Anders,Marcelo Golm,0.52,146,6,0,Timothy Johnson,0.67,87,0,0,"Belem, Para, Brazil",3,3,Heavyweight,0,U-DEC,2018,4.3,4.27,190.5,75.0,Orthodox,0.58,0.45,0.5,0.5,0.45,0.87,249,1992,6,3,0,0,3.08,3.43,190.5,77.0,Southpaw,0.45,0.44,0.0,0.24,1.09,0.69,265,1985,12,4,0,0,26,33
UFC Fight Night: Machida vs. Anders,Michel Prazeres,0.5,72,8,3,Desmond Green,0.54,61,6,3,"Belem, Para, Brazil",3,3,Lightweight,1,U-DEC,2018,2.51,2.38,167.64000000000001,67.0,Orthodox,0.47,0.57,0.6,0.36,3.94,0.47,170,1981,26,4,0,0,2.51,3.7,177.8,73.0,Southpaw,0.46,0.69,0.0,0.5,1.62,0.75,155,1989,23,8,0,0,37,29
UFC Fight Night: Machida vs. Anders,Priscila Cachoeira,0.84,113,2,2,Valentina Shevchenko,0.16,12,0,0,"Belem, Para, Brazil",3,2,Women's Flyweight,0,SUB,2018,7.03,3.81,170.18,65.0,Orthodox,0.4,0.41,0.0,0.0,0.0,0.63,135,1988,10,3,0,0,1.99,3.02,165.1,66.0,Southpaw,0.51,0.62,0.4,0.63,2.64,0.77,125,1988,21,3,0,0,30,30
UFC Fight Night: Machida vs. Anders,Lyoto Machida,0.55,112,0,0,Eryk Anders,0.41,77,11,3,"Belem, Para, Brazil",5,5,Middleweight,1,S-DEC,2018,1.57,2.59,185.42,74.0,Southpaw,0.53,0.61,0.4,0.65,1.21,0.75,185,1978,24,8,0,0,3.96,3.2,185.42,75.0,Southpaw,0.47,0.51,0.1,0.32,1.47,0.76,185,1987,14,5,0,1,40,31
UFC 220: Miocic vs. Ngannou,Gian Villante,0.35,209,0,0,Francimar Barroso,0.57,128,0,0,"Boston, Massachusetts, USA",3,3,Light Heavyweight,1,S-DEC,2018,5.48,4.39,190.5,76.0,Orthodox,0.43,0.55,0.0,0.23,0.46,0.83,230,1985,17,13,0,0,3.07,2.77,185.42,75.0,Orthodox,0.52,0.59,0.0,0.24,2.22,0.83,205,1980,19,7,0,1,33,38
UFC 220: Miocic vs. Ngannou,Brandon Davis,0.25,132,15,3,Kyle Bochniak,0.33,112,1,1,"Boston, Massachusetts, USA",3,3,Featherweight,0,U-DEC,2018,4.33,4.65,177.8,72.0,Orthodox,0.35,0.6,0.1,0.45,0.71,0.56,135,1990,10,8,0,0,5.11,2.63,170.18,70.0,Orthodox,0.31,0.58,0.0,0.15,1.14,0.62,145,1987,8,5,0,0,28,31
UFC 220: Miocic vs. Ngannou,Abdul Razak Alhassan,0.32,25,2,1,Sabah Homasi,0.39,33,0,0,"Boston, Massachusetts, USA",3,1,Welterweight,1,KO/TKO,2018,4.23,3.71,177.8,73.0,Orthodox,0.48,0.53,0.0,0.28,0.53,0.55,185,1985,11,4,0,0,6.91,4.98,182.88,72.0,Orthodox,0.48,0.47,0.0,0.5,2.8,0.66,170,1988,11,8,0,0,33,30
UFC 220: Miocic vs. Ngannou,Dustin Ortiz,0.45,80,12,7,Alexandre Pantoja,0.38,49,1,1,"Boston, Massachusetts, USA",3,3,Flyweight,1,U-DEC,2018,2.17,2.94,165.1,65.0,Orthodox,0.44,0.56,0.1,0.36,3.01,0.52,125,1988,19,8,0,0,3.34,4.24,165.1,67.0,Orthodox,0.48,0.55,1.1,0.38,1.26,0.67,125,1990,24,5,0,0,30,28
UFC 220: Miocic vs. Ngannou,Shane Burgos,0.43,194,1,0,Calvin Kattar,0.47,186,0,0,"Boston, Massachusetts, USA",3,3,Featherweight,0,KO/TKO,2018,6.11,7.29,180.34,75.0,Orthodox,0.49,0.58,0.1,1.0,0.27,0.89,145,1991,13,3,0,0,8.16,5.07,180.34,72.0,Orthodox,0.42,0.5,0.0,0.3,0.37,0.89,145,1988,22,5,0,0,27,30
UFC Fight Night: Stephens vs. Choi,Mike Santiago,0.58,34,7,3,Mads Burnell,0.64,79,3,3,"St. Louis, Missouri, USA",3,3,Featherweight,0,U-DEC,2018,3.58,3.44,177.8,69.0,Orthodox,0.49,0.36,1.1,0.5,2.66,0.53,145,1989,19,12,0,0,2.71,1.28,172.72,69.0,Orthodox,0.41,0.51,0.4,0.47,3.45,0.22,145,1994,9,3,0,0,29,24
UFC 220: Miocic vs. Ngannou,Rob Font,0.26,90,0,0,Thomas Almeida,0.31,132,3,1,"Boston, Massachusetts, USA",3,2,Bantamweight,1,KO/TKO,2018,3.57,5.58,172.72,71.0,Orthodox,0.43,0.61,0.6,0.4,1.2,0.53,135,1987,19,4,0,0,4.93,4.84,170.18,70.0,Southpaw,0.43,0.61,0.0,0.14,0.17,0.75,145,1991,22,5,0,0,31,27
UFC 220: Miocic vs. Ngannou,Volkan Oezdemir,0.52,61,3,2,Daniel Cormier,0.46,82,0,0,"Boston, Massachusetts, USA",5,2,Light Heavyweight,0,KO/TKO,2018,4.24,5.03,187.96,75.0,Orthodox,0.45,0.55,0.0,0.2,0.36,0.8,205,1989,17,5,0,0,2.92,4.25,180.34,72.0,Orthodox,0.52,0.54,0.4,0.44,1.83,0.8,235,1979,22,3,0,1,29,39
UFC Fight Night: Stephens vs. Choi,Danielle Taylor,0.27,136,1,0,JJ Aldrich,0.36,150,5,1,"St. Louis, Missouri, USA",3,3,Women's Strawweight,0,U-DEC,2018,3.31,2.75,152.4,60.0,Orthodox,0.29,0.71,0.2,0.2,0.2,0.7,115,1989,9,4,0,0,4.56,4.05,165.1,67.0,Southpaw,0.44,0.61,0.0,0.41,0.82,0.68,125,1992,10,4,0,0,29,26
UFC 220: Miocic vs. Ngannou,Stipe Miocic,0.73,95,14,6,Francis Ngannou,0.18,113,1,0,"Boston, Massachusetts, USA",5,5,Heavyweight,1,U-DEC,2018,3.82,4.82,193.04,80.0,Orthodox,0.53,0.54,0.0,0.34,1.86,0.68,240,1982,20,4,0,0,2.04,2.54,193.04,83.0,Orthodox,0.41,0.45,0.4,0.33,0.2,0.72,250,1986,16,3,0,0,36,32
UFC Fight Night: Stephens vs. Choi,Irene Aldana,0.52,87,11,1,Talita Bernardo,0.4,171,2,1,"St. Louis, Missouri, USA",3,3,Women's Bantamweight,1,U-DEC,2018,5.94,5.61,175.26,68.0,Orthodox,0.39,0.6,0.1,0.5,0.22,0.84,135,1988,13,6,0,0,4.04,3.12,162.56,68.0,Orthodox,0.42,0.55,0.5,0.22,1.62,0.28,135,1987,6,4,0,0,30,31
UFC Fight Night: Stephens vs. Choi,Kalindra Faria,0.54,70,2,1,Jessica Eye,0.51,49,4,3,"St. Louis, Missouri, USA",3,3,Women's Flyweight,0,S-DEC,2018,1.44,2.23,170.18,69.0,Switch,0.56,0.45,0.7,0.66,1.31,0.2,125,1986,18,8,1,0,4.19,3.96,167.64000000000001,66.0,Orthodox,0.36,0.56,0.5,0.44,0.55,0.57,125,1986,15,10,0,1,32,32
UFC Fight Night: Stephens vs. Choi,Michael Johnson,0.28,64,4,1,Darren Elkins,0.45,98,0,0,"St. Louis, Missouri, USA",3,2,Featherweight,0,SUB,2018,3.82,4.21,177.8,73.0,Southpaw,0.38,0.58,0.1,0.45,0.49,0.77,155,1986,20,17,0,0,3.05,3.46,177.8,71.0,Orthodox,0.38,0.52,1.1,0.33,2.67,0.56,145,1984,27,9,0,0,32,34
UFC Fight Night: Stephens vs. Choi,Alex White,0.52,67,11,3,James Krause,0.44,127,1,1,"St. Louis, Missouri, USA",3,3,Lightweight,0,U-DEC,2018,3.07,3.76,182.88,71.0,Southpaw,0.42,0.6,0.5,0.28,0.92,0.71,155,1988,13,6,0,0,4.11,4.79,187.96,73.0,Orthodox,0.49,0.61,0.9,0.18,0.96,0.59,170,1986,28,9,0,0,30,32
UFC Fight Night: Stephens vs. Choi,Kyung Ho Kang,0.27,11,2,1,Guido Cannetti,0.48,39,2,1,"St. Louis, Missouri, USA",3,1,Bantamweight,1,SUB,2018,2.43,2.52,175.26,73.0,Orthodox,0.44,0.58,1.1,0.59,2.53,0.71,135,1987,17,8,0,1,2.87,3.2,167.64000000000001,68.0,Southpaw,0.54,0.5,0.2,0.5,2.04,0.7,135,1979,8,7,0,0,31,39
UFC Fight Night: Stephens vs. Choi,Emil Meek,0.75,66,19,8,Kamaru Usman,0.44,67,0,0,"St. Louis, Missouri, USA",3,3,Welterweight,0,U-DEC,2018,2.53,2.52,180.34,74.0,Switch,0.39,0.38,1.0,0.33,0.25,0.47,170,1988,9,5,1,1,2.4,4.63,182.88,76.0,Switch,0.54,0.57,0.1,0.48,3.27,1.0,170,1987,19,1,0,0,30,31
UFC Fight Night: Stephens vs. Choi,Jessica-Rose Clark,0.45,118,2,0,Paige VanZant,0.56,98,3,2,"St. Louis, Missouri, USA",3,3,Women's Flyweight,1,U-DEC,2018,3.98,4.68,165.1,64.0,Orthodox,0.51,0.6,0.4,0.55,1.01,0.73,125,1987,10,6,0,1,2.62,3.35,162.56,65.0,Orthodox,0.52,0.42,1.0,0.33,1.27,0.34,115,1994,8,5,0,0,31,24
UFC Fight Night: Stephens vs. Choi,Matt Frevola,0.3,30,0,0,Marco Polo Reyes,0.46,39,0,0,"St. Louis, Missouri, USA",3,1,Lightweight,0,KO/TKO,2018,3.49,2.73,175.26,71.0,Orthodox,0.37,0.58,1.1,0.37,2.58,0.4,155,1990,8,3,1,0,5.52,6.0,180.34,71.0,Orthodox,0.37,0.59,0.0,0.0,0.0,0.46,155,1984,8,7,0,0,28,34
UFC Fight Night: Lawler vs. Dos Anjos,Chad Laprise,0.51,39,1,1,Galore Bofando,0.5,26,0,0,"Winnipeg, Manitoba, Canada",3,1,Welterweight,1,KO/TKO,2017,3.59,4.78,177.8,71.0,Orthodox,0.42,0.65,0.0,0.54,1.05,0.78,170,1986,13,4,0,0,3.63,3.63,180.34,72.0,Switch,0.45,0.54,0.0,1.0,2.37,0.5,170,1982,5,3,0,0,31,35
UFC Fight Night: Stephens vs. Choi,Jeremy Stephens,0.36,133,0,0,Dooho Choi,0.55,79,0,0,"St. Louis, Missouri, USA",5,2,Featherweight,1,KO/TKO,2018,3.05,3.17,175.26,71.0,Orthodox,0.4,0.58,0.4,0.38,1.16,0.65,145,1986,28,19,0,1,6.38,5.32,177.8,70.0,Orthodox,0.51,0.53,0.0,0.2,0.41,0.5,145,1991,14,4,0,0,32,27
UFC Fight Night: Lawler vs. Dos Anjos,Misha Cirkunov,0.61,21,1,1,Glover Teixeira,0.48,43,0,0,"Winnipeg, Manitoba, Canada",3,1,Light Heavyweight,0,KO/TKO,2017,3.22,4.18,190.5,77.0,Orthodox,0.51,0.6,2.3,0.57,4.28,0.71,205,1987,15,6,0,0,3.84,3.75,187.96,76.0,Orthodox,0.47,0.54,1.0,0.4,2.04,0.6,205,1979,32,7,0,0,30,38
UFC Fight Night: Lawler vs. Dos Anjos,Darren Stewart,0.5,64,3,0,Julian Marquez,0.56,58,6,4,"Winnipeg, Manitoba, Canada",3,2,Middleweight,0,SUB,2017,3.29,3.05,182.88,74.0,Orthodox,0.45,0.48,0.1,0.45,1.75,0.67,205,1990,12,8,0,2,3.13,4.2,187.96,72.0,Orthodox,0.45,0.55,3.2,0.0,0.0,0.53,185,1990,9,2,0,0,27,27
UFC Fight Night: Lawler vs. Dos Anjos,Santiago Ponzinibbio,0.39,200,3,3,Mike Perry,0.37,136,1,1,"Winnipeg, Manitoba, Canada",3,3,Welterweight,1,U-DEC,2017,4.38,4.65,182.88,73.0,Orthodox,0.4,0.63,0.0,0.36,0.46,0.6,170,1986,29,4,0,0,5.16,4.32,177.8,71.0,Orthodox,0.47,0.52,0.2,0.4,0.81,0.78,170,1991,14,8,0,0,31,26
UFC Fight Night: Lawler vs. Dos Anjos,Josh Emmett,0.45,37,0,0,Ricardo Lamas,0.26,38,0,0,"Winnipeg, Manitoba, Canada",3,1,Featherweight,1,KO/TKO,2017,4.02,4.32,167.64000000000001,70.0,Orthodox,0.39,0.63,0.1,0.47,1.43,0.5,145,1985,16,2,0,0,2.87,3.13,172.72,71.0,Orthodox,0.47,0.57,0.9,0.33,1.84,0.46,145,1982,20,8,0,0,32,35
UFC Fight Night: Lawler vs. Dos Anjos,Jared Cannonier,0.29,87,0,0,Jan Blachowicz,0.39,127,5,4,"Winnipeg, Manitoba, Canada",3,3,Light Heavyweight,0,U-DEC,2017,3.19,3.6,180.34,77.0,Switch,0.49,0.64,0.0,0.33,0.12,0.62,185,1984,14,5,0,0,2.79,3.59,187.96,78.0,Orthodox,0.49,0.53,0.2,0.53,1.18,0.65,205,1983,28,8,0,0,33,34
UFC Fight Night: Lawler vs. Dos Anjos,Rafael Dos Anjos,0.4,212,0,0,Robbie Lawler,0.59,291,7,2,"Winnipeg, Manitoba, Canada",5,5,Welterweight,1,U-DEC,2017,3.22,3.49,172.72,70.0,Southpaw,0.46,0.61,0.6,0.37,1.93,0.58,155,1984,30,13,0,0,4.16,3.5,180.34,74.0,Southpaw,0.45,0.6,0.0,0.64,0.68,0.64,170,1982,28,15,0,1,33,35
UFC 219: Cyborg vs. Holm,Mark De La Rosa,0.5,24,1,1,Tim Elliott,0.5,4,0,0,"Las Vegas, Nevada, USA",3,2,Bantamweight,0,SUB,2017,5.0,3.13,167.64000000000001,65.0,Orthodox,0.35,0.48,0.2,0.13,0.54,0.4,135,1994,11,5,0,0,2.49,3.35,170.18,66.0,Southpaw,0.45,0.59,1.1,0.49,4.01,0.58,125,1986,18,11,1,0,23,31
UFC 219: Cyborg vs. Holm,Carlos Condit,0.33,112,0,0,Neil Magny,0.28,114,9,6,"Las Vegas, Nevada, USA",3,3,Welterweight,0,U-DEC,2017,2.67,3.66,187.96,75.0,Orthodox,0.39,0.55,1.0,0.46,0.59,0.38,170,1984,32,14,0,0,2.06,3.67,190.5,80.0,Orthodox,0.46,0.56,0.3,0.42,2.44,0.57,170,1987,25,9,0,0,33,30
UFC 219: Cyborg vs. Holm,Omari Akhmedov,0.4,161,1,0,Marvin Vettori,0.29,174,2,0,"Las Vegas, Nevada, USA",3,3,Middleweight,0,M-DEC,2017,2.84,2.97,182.88,73.0,Orthodox,0.34,0.55,0.2,0.45,2.58,0.65,185,1987,21,6,1,0,3.04,3.88,182.88,74.0,Southpaw,0.43,0.63,0.7,0.47,2.24,0.78,185,1993,17,5,1,0,30,24
UFC 219: Cyborg vs. Holm,Michal Oleksiejczuk,0.28,180,0,0,Khalil Rountree Jr.,0.58,130,3,2,"Las Vegas, Nevada, USA",3,3,Light Heavyweight,0,Overturned,2017,3.24,4.45,182.88,74.0,Southpaw,0.52,0.67,0.0,0.4,0.69,0.4,205,1995,15,4,0,1,3.58,3.24,185.42,76.0,Southpaw,0.38,0.49,0.2,0.0,0.0,0.5,205,1990,10,5,0,1,22,27
UFC 219: Cyborg vs. Holm,Louis Smolka,0.3,159,1,0,Matheus Nicolau,0.5,172,4,3,"Las Vegas, Nevada, USA",3,3,Flyweight,0,U-DEC,2017,3.74,4.44,175.26,68.0,Orthodox,0.46,0.53,1.9,0.37,1.84,0.31,135,1991,17,7,0,0,2.83,3.79,167.64000000000001,66.0,Orthodox,0.52,0.67,1.4,0.44,1.93,1.0,125,1993,16,3,1,0,26,24
UFC 219: Cyborg vs. Holm,Carla Esparza,0.33,112,3,1,Cynthia Calvillo,0.34,138,9,2,"Las Vegas, Nevada, USA",3,3,Women's Strawweight,1,U-DEC,2017,2.75,2.34,154.94,63.0,Orthodox,0.43,0.53,0.3,0.37,3.53,0.48,115,1987,19,6,0,0,3.52,4.18,162.56,64.0,Orthodox,0.41,0.67,1.1,0.44,1.85,0.71,125,1987,9,2,1,0,30,30
UFC 219: Cyborg vs. Holm,Myles Jury,0.49,83,3,2,Ricky Glenn,0.16,83,4,0,"Las Vegas, Nevada, USA",3,3,Featherweight,1,U-DEC,2017,2.16,2.94,177.8,73.0,Orthodox,0.42,0.66,0.3,0.55,2.16,0.5,145,1988,17,4,0,0,4.27,4.39,182.88,70.0,Southpaw,0.42,0.53,0.3,0.13,0.66,0.66,145,1989,22,6,1,0,29,28
UFC 219: Cyborg vs. Holm,Cristiane Justino,0.52,223,0,0,Holly Holm,0.19,227,0,0,"Las Vegas, Nevada, USA",5,5,Women's Featherweight,1,U-DEC,2017,2.25,7.28,172.72,68.0,Orthodox,0.52,0.64,0.4,0.55,0.66,0.94,145,1985,21,2,0,1,2.8,3.16,172.72,69.0,Southpaw,0.38,0.57,0.1,0.3,0.81,0.76,135,1981,14,5,0,0,32,36
UFC 219: Cyborg vs. Holm,Khabib Nurmagomedov,0.5,177,13,4,Edson Barboza,0.32,76,0,0,"Las Vegas, Nevada, USA",3,3,Lightweight,1,U-DEC,2017,1.75,4.1,177.8,70.0,Orthodox,0.48,0.65,0.8,0.48,5.32,0.84,155,1988,29,0,0,0,4.19,4.11,180.34,75.0,Orthodox,0.44,0.59,0.1,0.44,0.4,0.78,145,1986,22,10,0,0,29,31
UFC 219: Cyborg vs. Holm,Marc Diakiese,0.42,40,3,2,Dan Hooker,0.34,69,5,0,"Las Vegas, Nevada, USA",3,3,Lightweight,0,SUB,2017,2.79,3.08,177.8,73.0,Orthodox,0.39,0.54,0.0,0.36,2.16,0.62,155,1993,14,4,0,0,4.92,4.95,182.88,75.0,Switch,0.48,0.51,0.3,0.34,0.72,0.79,155,1990,20,10,0,0,24,27
UFC Fight Night: Thompson vs. Till,Elias Theodorou,0.55,138,0,0,Trevor Smith,0.5,81,11,3,"Liverpool, England, United Kingdom",3,3,Middleweight,1,U-DEC,2018,2.39,4.19,185.42,75.0,Orthodox,0.42,0.53,0.0,0.28,1.27,0.59,185,1988,16,3,0,0,3.31,3.29,190.5,75.0,Orthodox,0.55,0.51,0.7,0.32,1.7,0.6,185,1981,15,10,0,0,30,37
UFC Fight Night: Thompson vs. Till,Lina Lansberg,0.53,75,1,1,Gina Mazany,0.42,89,2,2,"Liverpool, England, United Kingdom",3,3,Women's Bantamweight,1,U-DEC,2018,3.7,2.76,170.18,65.0,Orthodox,0.57,0.44,0.1,0.33,0.71,0.5,135,1982,10,5,0,0,3.17,3.43,167.64000000000001,68.0,Southpaw,0.49,0.49,0.3,0.58,4.7,0.33,125,1988,7,5,0,0,36,30
